--- scanner 0 ---
-755,584,-657
-821,-283,-745
401,747,758
752,-750,-892
74,114,-53
-328,-283,767
448,855,687
502,-518,654
691,504,-368
-471,-296,852
424,937,726
-636,843,757
-470,-322,801
-847,-287,-581
804,-693,-734
727,586,-487

--- scanner 10 ---
-334,524,-772
691,579,544
780,848,-553
-570,-696,-297
-243,518,-715
433,-569,471
-658,-661,831
-683,532,596
536,-690,-555
603,-706,-640
-570,-594,-342
-595,-729,859
-726,540,668
-595,-661,-297
613,-696,-418
549,-552,519
-532,-566,793
-631,508,572
642,-531,424
727,542,464
802,793,-444
834,546,515
163,-56,42
92,105,169
827,829,-636
-342,526,-523

--- scanner 11 ---
-516,598,703
846,-385,-755
-587,432,-500
-396,552,804
866,-487,-762
-486,715,844
-258,-672,467
-623,381,-545
-373,-623,559
79,-20,37
841,-581,380
758,879,843
748,766,837
558,724,-720
-488,-696,476
398,760,-816
-514,382,-411
824,-451,-634
605,798,-835
973,-688,345
831,923,870
-287,-786,-566
-362,-783,-482
-219,-670,-491
903,-560,318
175,124,-94

--- scanner 12 ---
860,572,385
-469,-675,610
657,831,-653
653,-537,599
646,-524,597
-584,-771,-719
830,-308,-384
634,748,-601
737,497,486
-549,556,677
-865,819,-467
-819,707,-417
-890,678,-411
772,528,512
-110,-34,-4
-493,-684,380
-477,-806,-851
51,94,55
683,635,-686
-605,-833,-781
-643,629,703
851,-315,-388
662,-324,-380
-560,693,774
483,-580,577
-542,-592,495

--- scanner 13 ---
-473,-301,-612
728,-369,-775
661,-457,398
-451,-784,771
682,855,494
-663,476,-657
-465,-344,-540
19,138,-38
618,489,-694
763,-457,353
561,528,-886
-434,668,763
781,766,576
796,-432,-803
551,424,-797
-450,520,691
-459,-685,579
-342,612,788
728,-432,353
-589,438,-714
-441,-396,-516
633,-495,-737
-457,-693,828
745,810,597
-626,549,-615

--- scanner 14 ---
726,281,-938
939,-510,600
-786,344,556
-527,457,-857
-624,-679,-560
-273,-598,248
-508,-567,-540
562,277,-912
573,687,713
-510,600,-930
-277,-563,365
415,744,661
650,-590,-846
-356,-496,263
-649,439,559
101,-10,-68
644,-441,-935
-633,402,626
820,-592,636
604,385,-985
654,-530,-806
-534,531,-734
172,-159,-172
761,-585,588
-599,-694,-599
517,670,547

--- scanner 15 ---
638,-635,540
413,505,782
693,689,-524
-581,-507,-485
405,505,724
-492,359,-539
820,-460,-340
-615,-518,453
-498,430,-510
813,-317,-391
596,700,-661
277,532,678
-654,679,468
789,-399,-526
808,-633,532
622,606,-588
-548,384,-398
617,-620,468
-817,-544,395
-468,-533,-551
-804,-555,439
-42,1,-10
-685,630,542
-739,590,530
-512,-573,-529

--- scanner 16 ---
-582,-633,-788
-672,-796,-748
-481,-916,556
712,-643,529
-493,631,-618
609,-580,-422
145,-139,98
614,-413,-471
-350,663,-603
615,-461,-490
-771,719,795
711,-522,643
733,650,371
-737,758,937
611,754,418
-25,-37,3
-822,745,794
775,758,444
823,519,-336
-445,-967,601
-552,-750,-647
-554,-966,467
775,-611,671
834,739,-271
-379,548,-653
825,725,-373

--- scanner 17 ---
344,530,759
605,-626,-721
-630,517,-324
768,461,-745
767,435,-796
417,422,801
-680,632,-353
910,422,-711
602,-704,-701
-645,549,-467
-298,441,860
727,-692,-633
-692,-628,-426
523,-385,709
-400,455,851
-774,-612,-381
391,426,637
483,-445,713
-371,-642,911
394,-296,719
-416,-676,730
32,57,64
-629,-706,-412
-372,-612,716
-363,661,849

--- scanner 18 ---
-546,518,-970
-348,-719,-535
629,-631,-926
467,-598,387
-525,425,-875
683,-435,-904
-416,-782,-563
613,589,-415
674,-607,-948
-529,-796,369
99,-11,-195
-733,541,592
-768,545,349
-725,451,485
510,619,-569
508,-420,334
391,619,-422
516,573,470
-511,-656,-601
528,-484,269
485,444,411
135,-123,-3
595,508,440
-508,309,-923
-508,-786,393
-9,17,-25
-673,-871,368

--- scanner 19 ---
613,816,571
859,-415,686
941,-554,-719
890,653,-699
-592,442,416
-682,504,287
-779,-348,319
-222,883,-457
830,-591,-620
-714,-359,539
711,-399,758
-677,-357,333
524,717,489
903,-628,-662
-270,945,-545
-588,414,318
-225,715,-562
767,-307,783
955,586,-802
-706,-297,-764
-661,-478,-798
4,50,1
851,596,-891
569,780,592
-705,-492,-734

--- scanner 20 ---
712,-646,852
305,725,-631
-461,515,838
781,-599,934
722,435,597
684,454,390
-635,-335,-688
648,550,550
801,-664,818
-859,788,-370
-105,14,-14
384,-624,-528
44,112,79
356,770,-595
553,-616,-433
-542,-562,642
-546,-421,560
-569,-389,725
-640,-441,-639
-527,636,816
-563,508,858
-862,704,-295
306,859,-522
-746,779,-227
-586,-456,-713
405,-659,-527

--- scanner 21 ---
770,-845,-412
-875,290,-366
855,-572,514
710,419,-580
687,-579,427
-872,458,-471
3,-176,80
749,394,-565
-415,669,378
796,-601,469
-445,-403,-802
-509,759,409
-385,-864,779
719,-968,-369
379,508,714
575,484,645
452,491,571
-337,-944,809
721,-887,-290
-321,-859,722
-681,-397,-823
-505,731,507
-401,-402,-828
-827,228,-454
769,510,-453

--- scanner 22 ---
-382,506,667
431,635,-275
623,-464,808
-432,595,594
670,586,962
373,-457,-496
-715,-749,695
672,-372,923
469,709,-404
-768,-383,-496
453,828,-252
-598,-608,665
-887,-451,-502
-381,640,558
696,-381,693
-737,710,-662
-705,568,-599
-826,682,-598
346,-333,-492
256,-517,-508
783,577,819
-552,-709,785
786,661,894
-29,119,70
-935,-432,-501

--- scanner 23 ---
-55,-79,-166
-784,-695,-688
-658,-726,-561
-612,760,550
211,-863,-718
741,-533,554
371,-799,-760
-612,358,-547
-582,761,745
-684,-848,414
647,489,433
608,679,-734
-596,440,-592
-518,503,-578
-548,716,564
667,-344,589
623,803,-589
-627,-886,488
601,596,391
323,-896,-659
545,375,404
637,-562,556
-728,-647,-561
-726,-775,451
721,747,-679

--- scanner 24 ---
416,-323,416
-749,897,-628
412,-346,-550
638,-263,419
664,933,413
813,710,-651
-687,727,850
-593,-541,572
-597,-431,-661
766,672,-860
-642,889,-718
674,891,489
-697,579,890
-664,796,888
265,-227,-550
-95,60,-6
-730,-527,481
258,-449,-580
718,689,-744
-597,-497,503
-506,932,-624
683,764,473
-568,-321,-725
-627,-352,-596
419,-285,400
